functionSource,label,annotator1,annotator2
"      p++;
    {
      *q++ = tolower (*p++);
  gchar *ret = g_malloc (g_utf8_strlen (name, -1) * 2 + 1);
      if (q > ret)
    }
  while (*p)
  {
  if (!ret)
    {
convert_name_from_dbus (const char *name, gboolean path_hack)
  const char *p = name;
  }
    if (isupper (*p))
  *q = '\0';
    return NULL;
    }
    else
    else if (path_hack && *p == '/')
  gchar *q = ret;
}
        *q++ = '-';
{
      *q++ = ':';
  return ret;
      *q++ = *p++;",3,1,1
"import_cmdline_files(int argc, char *argv[]) {
  }
    compile_main(ci, co);
  FILE *ci, *co;
  for (i = 0; i < argc; i++) {
      printf(""importing %s\n"", argv[i]);
  co = stdout;
      ci = fopen(argv[i], ""r"");
}
      printf(""listening on stdin\n"");
      ci = stdin;
    if (!strcmp(argv[i], ""-"")) {
    } else {
	continue;
      if (ci == NULL)
    }
  int i;",3,1,1
"		{	/* contains only slashes */
	{	/* if path ends with slashes we have to look beyond them */
		trail = pos + 1;
		{	/* skip trailing slashes */
		return strdup(""."");
	char *pos, *trail = NULL;
	if (pos && !pos[1])
	pos = pos ? pos + 1 : (char*)path;
		pos = memrchr(path, DIRECTORY_SEPARATOR[0], trail - path);
			return strdup(DIRECTORY_SEPARATOR);
	return trail ? strndup(pos, trail - pos) : strdup(pos);
			pos--;
		}
	{
	}
		if (pos == path && *pos == DIRECTORY_SEPARATOR[0])
		while (pos > path && *pos == DIRECTORY_SEPARATOR[0])
path_basename(const char *path)
}
	}
	pos = strrchr(path, DIRECTORY_SEPARATOR[0]);
	if (!path || !*path)
		}
{",3,1,1
"  if (spacepeak) {
    gt_spacepeak_init();
  bookkeeping = getenv(""GT_MEM_BOOKKEEPING"");
}
  const char *bookkeeping;
  gt_combinatorics_init();
  gt_symbol_init();
  }
    gt_ma_enable_global_spacepeak();
  gt_fa_init();
  proc_env_options();
  mysql_library_init(0, NULL, NULL);
  gt_class_alloc_lock_init();
  if (showtime) gt_showtime_enable();
    gt_fa_enable_global_spacepeak();
    gt_warning(""GT_ENV_OPTIONS=-spacepeak used without GT_MEM_BOOKKEEPING=on"");
  gt_ma_init(bookkeeping && !strcmp(bookkeeping, ""on""));
  gt_ya_rand_init(0);
{
  if (spacepeak && !(bookkeeping && !strcmp(bookkeeping, ""on"")))
#endif
  gt_log_init();
#ifdef HAVE_MYSQL
gt_lib_init(void)",3,0,0
"	log((""seconds value is %d\n"", *(const int *)(tableptr->value)));
	/* copy value to target option */
	return 0;
			printLog(stderr, ""Option -%s"", line);
	}
}
		intval = MIN_BIDTIME;
CheckSecs(const void *valueptr, const optionTable_t *tableptr,
	if (!valueptr) {
		printLog(stderr, "" too small, using minimum value of %d seconds\n"", MIN_BIDTIME);
		if (filename)
			printLog(stderr, ""Value at configuration option \""%s\"" in file %s"", line, filename);
	/* specific string value ""now"" */
			printLog(stderr, ""Value %d at option -%s"", intval, line);
		return 1;
		log((""seconds value is %d (now)"", *(int *)(tableptr->value)));
	}
		*(int *)(tableptr->value)=0;
{
	/* check minimum */
	*(int *)(tableptr->value) = intval;
	  const char *filename, const char *line)
		else
	intval = (int)strtol((const char*)valueptr, &endptr, 10);
	/* value specified? */
	}
	char *endptr;
		else
	/* else must be integer value */
	}
		else
	if (intval < MIN_BIDTIME) {
	int intval;
	if (!strcmp((const char *)valueptr, ""now"")) {
		printLog(stderr, ""accepts integer values greater than %d or \""now\""\n"", MIN_BIDTIME - 1);
			printLog(stderr, ""Configuration option \""%s\"" in file %s"", line, filename);
			printLog(stderr, ""Configuration option \""%s\"" in file %s needs an integer value or \""now\""\n"", line, filename);
	if (*endptr != '\0') {
		if (filename)
			printLog(stderr, ""Option -%s needs an integer value or \""now\""\n"", line);
		if (filename)
		return 0;
		/* copy value to target option */",3,1,1
"	size_t len;
		device = strdup(strsep(&ptr, "" ""));
		strsep(&ptr, "" "");
	while (getline(&buf, &len, file) > 0) {
	while (getline(&buf, &len, file) > 0) {
out:
	file = fopen(""/proc/mounts"", ""r"");
		goto old;
			continue;
	file = fopen(""/proc/self/mountinfo"", ""r"");
	struct stat st;
old:
	free(buf);
	}
		if (makedev(major, minor) != dev)
{
	unsigned major, minor;
	fclose(file);
		if (*buf != '/' || stat(buf, &st) || st.st_rdev != dev)
		device = strdup(buf);
		ptr = buf;
}
		fstype = strdup(strsep(&ptr, "" ""));
parse_device(dev_t dev)
	if (!file)
		sscanf(buf, ""%*d %*d %u:%u"", &major, &minor);
			continue;
	/* for older versions */
	if (!file)
	FILE *file;
		goto out;
		ptr = strstr(buf, "" - "") + 3;
	/* since v2.6.26 */
		return;
		goto out;
		strsep(&ptr, "" "");
	}
		fstype = strdup(strsep(&ptr, "" ""));
	char *buf = NULL, *ptr;",3,1,1
"	}
		    file_name_with_path = file_data.cFileName;
	} else { 
	if ((dir = FindFirstFile(name, &file_data)) == INVALID_HANDLE_VALUE) { 
load_file(char* name, int recursive) 
#endif
	} 
		sprintf(full_name, ""%s/%s"", name, entry->d_name);
	    fclose(f);
	    }
	    name = dir_path; 
	    fprintf(stderr, ""Failed to open file '%s'\n"", name);
    }
	if ((f = fopen(name, ""r"")) != NULL) { 
	if (strcmp(name, "".."") == 0 || strcmp(name, ""."") == 0) { 
	|| has_suffix(name, "".hpp""))
    if (dir != INVALID_HANDLE_VALUE) {
	CloseHandle(dir);
		load_file(full_name, 2);
	sprintf(dir_path, ""%s\\*"", name);
	return;
	    return;
		if (file_dir != NULL) { 
{ 
	|| has_suffix(name, "".c"")
    HANDLE dir;
    if (recursive < 2
    {
	    return;
		char full_name[MAX_PATH];
	    line = 1;
	do {
#ifdef _WIN32
    }
	}
	    if (!recursive || *file_data.cFileName != '.') { 
		load_file(file_name_with_path, recursive+1);
#else
	return;
	    coln = 0;
    char dir_path[MAX_PATH];
	closedir(dir);
	}
		    file_name_with_path = file_path;
		} else { 
    }
	    parse_file();
		char* file_name_with_path;
	|| has_suffix(name, "".cpp"") 
		char* file_dir = strrchr(name, '\\');
	while ((entry = readdir(dir)) != NULL) { 
	    }
	    if (*entry->d_name != '.') { 
	} while (FindNextFile(dir, &file_data));
    } else {
		char file_path[MAX_PATH];
	|| has_suffix(name, "".cc"")
	    load_file(name, 1);
		    memcpy(file_path, name, dir_len);
		    int dir_len = file_dir - name + 1;
	}
		}
	    fprintf(stderr, ""Failed to locate file '%s'\n"", name);
    if (dir != NULL) { 
	    file_name = name;
    if (recursive != 0) { 
	struct dirent* entry;
    }
    DIR* dir = opendir(name);
	    java = force_java || has_suffix(name, "".java"");
	|| has_suffix(name, "".cxx"")
	|| has_suffix(name, "".h"")
	|| has_suffix(name, "".java"") 
}
		    strcpy(file_path+dir_len, file_data.cFileName);
	{
	if ((dir=FindFirstFile(dir_path, &file_data)) != INVALID_HANDLE_VALUE) 
    WIN32_FIND_DATA file_data;",3,1,1
"  FILE *fp;
    }
    reply_with_error (""write error on directory: %s: %s"", dir, errstr);
    filter = """";
      reply_with_error (""unknown compression type: %s"", compress);
                       str_tar,
    return -1;
    pclose (fp);
  if (chown_supported == -1)
      return -1;
  return 0;
    else if (STREQ (compress, ""bzip2""))
                      dir, errstr);
  if (r == -1) {		/* write error */
  unlink (error_file);
    else if (STREQ (compress, ""lzop""))
  if ((optargs_bitmask & GUESTFS_TAR_IN_COMPRESS_BITMASK)) {
     * cancel.  Nevertheless we must send an error reply here.
    return -1;
    reply_with_error (""tar subcommand failed on directory: %s: %s"",
  close (fd);
  if (pclose (fp) != 0) {
    reply_with_perror (""mkstemp"");
    unlink (error_file);
    else if (STREQ (compress, ""xz""))
  fp = popen (cmd, ""w"");
  int fd, chown_supported;
    return -1;
                       error_file) == -1) {
    else {
      filter = "" --gzip"";
    CLEANUP_FREE char *errstr = read_error_file (error_file);
      filter = "" --bzip2"";
}
    unlink (error_file);
  /* ""tar -C /sysroot%s -xf -"" but we have to quote the dir. */
    unlink (error_file);
  }
  CLEANUP_FREE char *cmd = NULL;
  }
  if (r == -2) {		/* cancellation from library */
      filter = "" --compress"";
     */
    fprintf (stderr, ""%s\n"", cmd);
    r = cancel_receive ();
    err = errno;
    CLEANUP_FREE char *errstr = read_error_file (error_file);
  } else
    reply_with_perror (""asprintf"");
    return -1;
  char error_file[] = ""/tmp/tarXXXXXX"";
    cancel_receive ();
  if (verbose)
  if (fp == NULL) {
    errno = err;
  }
  if (asprintf_nowarn (&cmd, ""%s -C %R%s -xf - %s2> %s"",
    r = cancel_receive ();
    else if (STREQ (compress, ""gzip""))
    unlink (error_file);
  if (fd == -1) {
                       dir, filter,
                       chown_supported ? """" : ""--no-same-owner "",
  r = receive_file (write_cb, &fd);
    return -1;
    err = errno;
    reply_with_perror (""%s"", cmd);
    unlink (error_file);
    /* This error is ignored by the library since it initiated the
   * file descriptor directly instead.
      filter = "" --xz"";
  fd = mkstemp (error_file);
      filter = "" --lzop"";
  }
  }
  fd = fileno (fp);
do_tar_in (const char *dir, const char *compress)
    return -1;
  /* The semantics of fwrite are too undefined, so write to the
    reply_with_error (""file upload cancelled"");
   */
  chown_supported = is_chown_supported (dir);
    if (STREQ (compress, ""compress""))
    return -1;
{
  int err, r;
  const char *filter;
    errno = err;
    pclose (fp);
  }",3,1,1
"      GRSThttpPrintf(&bp,""<title>Error writing %s%s</title>\n"", dir_uri, file);
      if (realfile[0] == '.') GRSThttpError(""403 Forbidden"");
  char         *pagetext, *dir_path_file, *vfile, *dir_path_vfile,
  fclose(fp);
       printf(""Status: 302 Moved Temporarily\nContent-Length: 0\n""
      GRSThttpPrintHeader(&bp, dir_path);
  if (dnlistsuri == NULL) dnlistsuri = getenv(""REDIRECT_GRST_DN_LISTS_URI"");
      GRSThttpPrintf(&bp,""<p align=center>""
      (strcmp(file, GRST_ACL_FILE) == 0)) GRSThttpError(""403 Forbidden"");
  if (link(dir_path_vfile,dir_path_file) != 0) GRSThttpError(""403 Forbidden"");
      GRSThttpWriteOut(&bp);
      return;
  if ((file[0] == '\0') ||
      GRSThttpPrintf(&bp, ""<h1 align=center>Error writing %s%s</h1>\n"", 
  dnlistsuri = getenv(""GRST_DN_LISTS_URI"");
  pagetext = GRSThttpGetCGI(""pagetext"");
              ""Location: %s%s?cmd=managedir\n\n"", dir_uri, admin_file);
      GRSThttpBodyInit(&bp);
                      ""<p align=center>GridSite considers you are authorized ""
                     ""<a href=\""%s%s?cmd=managedir\"">Return to ""
  unlink(dir_path_file);
  if ((strlen(file) > 7) && (strcmp(&file[strlen(file) - 5], "".html"") == 0))
editfileaction(char *dn, GRSTgaclPerm perm, char *help_uri, char *dir_path,
  if( verifypasscode()==0 ){
      puts(""Status: 500 Failed trying to write\nContent-Type: text/html"");
      adminfooter(&bp, dn, help_uri, dir_uri, admin_file);
                      ""to write the file, but the write failed. This is ""
      GRSThttpPrintf(&bp, 
  if ((dnlistsuri != NULL) && 
              ""Location: %s%s\n\n"", dir_uri, file);      
{
    {
      GRSThttpPrintFooter(&bp, dir_path);
  else realfile = file;
  if (fp == NULL)
                    char *file, char *dir_uri, char *admin_file)
  else if (index(file, '/') != NULL) GRSThttpError(""403 Forbidden"");
      (strncmp(dnlistsuri, dir_uri, strlen(dnlistsuri)) == 0))
                      dir_uri, file);
    {
  asprintf(&dir_path_vfile, ""%s/%s"", dir_path, vfile);
                      ""misconfiguration. Consult the site administrator."");
  else printf(""Status: 302 Moved Temporarily\nContent-Length: 0\n""
      !GRSTgaclPermHasWrite(perm) || 
  FILE         *fp;
                     ""directory listing</a>\n"", dir_uri, admin_file);
                      ""probably a web server or operating system level ""
  asprintf(&dir_path_file, ""%s/%s"", dir_path, realfile);
  }
      outputformactionerror(dn, perm, help_uri, dir_path, dir_uri, admin_file);	
               *dnlistsuri, *server_name, *fulluri, *realfile;
  vfile = makevfilename(file, strlen(pagetext), dn);
  fwrite(pagetext, strlen(pagetext), sizeof(char), fp);
}
  fp = fopen(dir_path_vfile, ""w"");
    }
      return;
      realfile = GRSThttpUrlEncode(file);
  GRSThttpBody  bp;
    }",3,1,1
"  } else if (format == ALPHA_PLANE_ONLY) {
    if (use_stdout) {
    fout = use_stdout ? stdout : fopen(out_file, ""wb"");
  return ok;
    fclose(fout);
#endif
      fprintf(stderr, ""Error writing file %s !!\n"", out_file);
      fprintf(stderr, ""Error writing to stdout !!\n"");
  }
    StopwatchReset(&stop_watch);
      const double write_time = StopwatchReadAndReset(&stop_watch);
      return 0;
SaveOutput(const WebPDecBuffer* const buffer,
  int ok = 1;
    return -1;
  }
    if (use_stdout) {
      fprintf(stderr, ""Error opening output file %s\n"", out_file);
  if (ok) {
      fprintf(stderr, ""Time to write output: %.3fs\n"", write_time);
                      OutputFileFormat format, const char* const out_file) {
  int needs_open_file = 1;
    ok &= WritePNG(out_file, use_stdout, buffer);
  if (verbose) {
  } else if (format == BMP) {
    ok &= WriteBMP(fout, buffer);
    if (verbose) {
#ifdef HAVE_WINCODEC_H
      fprintf(stderr, ""Saved file %s\n"", out_file);
  } else if (format == PAM) {
  } else if (format == TIFF) {
  Stopwatch stop_watch;
  } else {
    }
  } else if (format == PPM) {
#endif
    } else {
    } else {
  } else if (format == PGM || format == YUV) {
    ok &= WriteAlphaPlane(fout, buffer);
  if (use_stdout && _setmode(_fileno(stdout), _O_BINARY) == -1) {
  }
    ok &= WritePPM(fout, buffer, 1);
    ok &= WriteTIFF(fout, buffer);
  if (needs_open_file) {
    }
    if (fout == NULL) {
  }
    }
  }
    ok &= WritePGMOrYUV(fout, buffer, format);
    ok &= WritePNG(fout, buffer);
    }
}
    ok &= WritePPM(fout, buffer, 0);
  if (format == PNG) {
#if defined(_WIN32)
  }
#endif
#ifdef HAVE_WINCODEC_H
  const int use_stdout = !strcmp(out_file, ""-"");
  FILE* fout = NULL;
  if (fout != NULL && fout != stdout) {
    fprintf(stderr, ""Failed to reopen stdout in O_BINARY mode.\n"");
      fprintf(stderr, ""Saved to stdout\n"");
#else
  needs_open_file = (format != PNG);",3,1,1
"	}
	if (getenv(""PROGRESS_CLIENT_DBG"")) {
		}
					progressed = 1;
	int i, j = 0, progressed = 0, db = 0;
			break;
progress_client(void) {
				}
		    progressed, i, j, dnow() - start);
	}
				if (db) rfbLog(""progress_client: calling-1 rfbCFD(1) %.6f\n"", dnow()-start);
		if (db) rfbLog(""progress_client: calling-2 rfbCFD(1) %.6f\n"", dnow()-start);
			}
		}
		db = 1;
					break;
			for (j = 0; j < 10; j++) {
	}
		if (latest_client) {
		rfbLog(""client progressed=%d in %d/%d %.6f s\n"",
		rfbLog(""progress_client: begin\n"");
				if (latest_client->state != RFB_PROTOCOL_VERSION) {
		rfbCFD(1);
	double start = dnow();
	if (!quiet) {
		if (progressed) {
}
	for (i = 0; i < 15; i++) {
				rfbCFD(1);",3,1,1
"	while (isspace(*command))
		return r;
	{
			filters[f++] = i;
	int num_words, r, i, f;
		r = cli_find_command(cli, cli->commands, num_words, words, 0, filters);
}
	filters[f] = 0;
		if (words[i][0] == '|')
	}
		r = CLI_ERROR;
	char *words[128] = {0};
{
	return CLI_OK;
	else
cli_run_command(struct cli_def *cli, char *command)
	if (num_words)
	int filters[128] = {0};
		free(words[i]);
	if (r == CLI_QUIT)
	if (!*command) return CLI_OK;
	for (i = 0; i < num_words; i++)
	for (i = f = 0; i < num_words && f < sizeof(filters)/sizeof(filters[0])-1; i++)
		command++;
	num_words = cli_parse_line(command, words, sizeof(words)/sizeof(words[0]));
	if (!command) return CLI_ERROR;",3,1,1
"    *modifier_return=AnyModifier;
  } else {
      break;
    g_free (tmp);
  g_free (tmp);
      if (debug) printf (""found Shift\n"");
    if (debug) printf (""colon: %s\n"", colon);
    if (!strcmp (modifier, ""Alt"")) {
      *modifier_return=Mod5Mask;
parse_shortcut (gchar *string, 
    if (*key_return == 0) 
      *modifier_return=Mod4Mask;
    if (!strcmp (modifier, ""Shift"")) {
  if (colon) {
    return FALSE;
      break;
   modifier=tmp;
      break;
      break;
  gchar *modifier=NULL;
  } while (0);
      if (debug) printf (""found Winkey_right\n"");
      if (debug) printf (""found Alt\n"");
  tmp=g_strdup (string);
      break;
   if (debug) printf (""modifier: %s\n"", modifier);
      *key_return=XKeysymToKeycode(GDK_DISPLAY(), XStringToKeysym(tmp));
  }
    if (!strcmp (modifier, ""AltGr"")) {
    }   
  return TRUE;
    "" (Only \""Shift\"", \""Control\"" \""Alt\"" or \""AltGr\"" is allowed).\n\n"");
    printf (""\n\nAllTray: unknown modifier!""\
  gchar *tmp=NULL;
    }
      *modifier_return=ShiftMask;
      *modifier_return=ControlMask;
    }
    *key_return =atoi (tmp);
   do {
{
    if (*key_return == 0)
      if (debug) printf (""found AltGr\n"");
    return FALSE;
    *key_return =atoi (++colon);
      if (debug) printf (""found Control\n"");
}
  if (string == NULL)
    }
    if (!strcmp (modifier, ""Control"")) {
  gchar *colon=NULL;
    }       
    unsigned int *key_return, unsigned int *modifier_return)
  colon=strstr (tmp,"":"");
      *modifier_return=Mod1Mask;
   *(--colon)=0;
      *key_return=XKeysymToKeycode(GDK_DISPLAY(), XStringToKeysym(colon));
  if (debug) printf (""parse_shortcut\n"");
    if (!strcmp (modifier, ""Winkey_right"")) {",3,1,1
"		g_file_info_set_display_name (info, display_name);
{
	display_name = get_display_name (file, name, date_time);
	if (gth_datetime_valid_date (date_time)) {
		g_file_info_set_sort_order (info, sort_order);
		g_file_info_set_edit_name (info, edit_name);
		sort_order = atoi (sort_order_s);
		g_file_info_set_sort_order (info, 99999999);
	else if (g_file_info_get_attribute_boolean (info, ""gthumb::no-child""))
	}
	}
		sort_order_s = gth_datetime_strftime (date_time, ""%Y%m%d"");
		g_free (sort_order_s);
	edit_name = get_edit_name (file, name, date_time);
	char *edit_name;
	if (edit_name != NULL) {
	}
}
		g_free (display_name);
		g_free (edit_name);
update_standard_attributes (GFile       *file,
			    const char  *name,
		char *sort_order_s;
	if (display_name != NULL) {
			    GthDateTime *date_time)
		int   sort_order;
			    GFileInfo   *info,
	char *display_name;",3,1,1
"   MP_SIZE_INIT(Ecore_Event, ecore_event);
   Type##_mp.size = _ecore_sizeof_##TYPE
                  goto retry;
          }
   MP_SIZE_INIT(Ecore_Event_Handler, ecore_event_handler);
#undef MP_SIZE_INIT
#endif
   MP_SIZE_INIT(Ecore_Idle_Enterer, ecore_idle_enterer);
   MP_SIZE_INIT(Ecore_Timer, ecore_timer);
   MP_SIZE_INIT(Ecore_Event_Filter, ecore_event_filter);
   MP_SIZE_INIT(Ecore_Poller, ecore_poller);
               }
   MP_SIZE_INIT(Ecore_Win32_Handler, ecore_win32_handler);
     retry:
   MP_SIZE_INIT(Ecore_Animator, ecore_animator);
   MP_SIZE_INIT(Ecore_Pipe, ecore_pipe);
             if (!(!strcmp(choice, ""pass_through"")))
#ifdef _WIN32
   MP_SIZE_INIT(Ecore_Idle_Exiter, ecore_idle_exiter);
                  return EINA_FALSE;
}
     {
     choice = ""chained_mempool"";
          {
             else
{
   MP_SIZE_INIT(Ecore_Job, ecore_job);
                  choice = ""pass_through"";
   MP_SIZE_INIT(Ecore_Fd_Handler, ecore_fd_handler);
     }
               {
               {
               }
   for (i = 0; i < sizeof (mempool_array) / sizeof (mempool_array[0]); ++i)
                  ERR(""Impossible to allocate mempool '%s' !"", choice);
        if (!mempool_array[i]->mp)
   if ((!choice) || (!choice[0]))
   const char *choice;
   choice = getenv(""EINA_MEMPOOL"");
ecore_mempool_init(void)
        mempool_array[i]->mp = eina_mempool_add(choice, mempool_array[i]->name, NULL, mempool_array[i]->size, 16);
#define MP_SIZE_INIT(TYPE, Type) \
   unsigned int i;
                  ERR(""Falling back to pass through ! Previously tried '%s' mempool."", choice);
   return EINA_TRUE;
   MP_SIZE_INIT(Ecore_Idler, ecore_idler);",3,1,1
"	if ((updateFile = fopen(outputName, ""rb"")) == NULL)
		else
	b = fgetc(updateFile);
	flput(fgetc(updateFile));
	flput('S');
	for (i = 0; i < (bitstotal + 7) / 8 - 1; ++i)
	flput(fgetc(updateFile));
	flput('F');
	if (strcmp(swfHeader, ""FWS"") != 0) {
	/* version */
}
		}
startUpdate(char *outputName)
		flput(fgetc(updateFile));
			tellUser(1, ""Input file %s doesn't appear to be an SWF file"", outputName);
	flength = 0;
	/* frame rate and # of frames */
	/* SWF header */
	flput(fgetc(updateFile));
			updateFile = fopen(outputName, ""rb"");
	getSWFHeader(updateFile);
	flput(fgetc(updateFile));
	flput(swfVersion = fgetc(updateFile));
			/* decompresses foo.swf, foo.$wf backup is created */
	flput(fgetc(updateFile));
			getSWFHeader(updateFile);
			decompressSWF(updateFile, outputName);
	createTemporaryFile();
{
	int b, i, bitstotal;
	/* movie bounds */
	}
	updateName = mstrdup(outputName);
	flput('W');
		tellUser(1, ""Couldn't open file %s for update"", outputName);
	flput(fgetc(updateFile));
	flput(fgetc(updateFile));
	flput(b);
		if (strcmp(swfHeader, ""CWS"") == 0) {
	flput(fgetc(updateFile));
			/* now we are just after the header in decompressed file */
	/* file length - temporary! */
	bitstotal = 5 + 4 * ((b & 0xf8) >> 3);",3,1,1
"	AH->EndDataPtr = _EndData;
		if (AH->FH == NULL)
	AH->lo_buf_size = LOBBUFSIZE;
		ctx->hasSeek = checkSeek(AH->FH);
	/* Initialize LO buffering */
		die_horribly(AH, modulename, ""out of memory\n"");
	AH->StartBlobsPtr = _StartBlobs;
		ReadToc(AH);
	AH->ReadBufPtr = _ReadBuf;
	else
		ctx->hasSeek = checkSeek(AH->FH);
		/* Nothing else in the file... */
	/*
			AH->FH = fopen(AH->fSpec, PG_BINARY_R);
				  ""  This format is for demonstration purposes; it is not intended for\n""
	/* Assuming static functions, this can be copied for each format. */
		if (AH->fSpec && strcmp(AH->fSpec, """") != 0)
	{
			AH->FH = stdout;
}
		else
		if (fclose(AH->FH) != 0)
	lclContext *ctx;
	AH->ReadExtraTocPtr = _ReadExtraToc;
	AH->ClosePtr = _CloseArchive;
	/*
			AH->FH = fopen(AH->fSpec, PG_BINARY_W);
	AH->ArchiveEntryPtr = _ArchiveEntry;
	AH->lo_buf = (void *) malloc(LOBBUFSIZE);
		if (AH->fSpec && strcmp(AH->fSpec, """") != 0)
	ctx = (lclContext *) calloc(1, sizeof(lclContext));
			AH->FH = stdin;
	ctx->filePos = 0;
			die_horribly(AH, modulename, ""could not close TOC file: %s\n"", strerror(errno));
		write_msg(modulename, ""WARNING:\n""
	AH->StartDataPtr = _StartData;
				  ""  normal use. Files will be written in the current working directory.\n"");
	AH->WriteBytePtr = _WriteByte;
			AH->compression = Z_DEFAULT_COMPRESSION;
			die_horribly(NULL, modulename, ""could not open input file: %s\n"", strerror(errno));
	 */
	if (AH->mode == archModeWrite)
		ReadHead(AH);
	}
	AH->ReadBytePtr = _ReadByte;
{
	 */
	AH->WriteExtraTocPtr = _WriteExtraToc;
	 * Set up some special context used in compressing data.
	}
		if (AH->FH == NULL)
	AH->StartBlobPtr = _StartBlob;
			die_horribly(NULL, modulename, ""could not open output file: %s\n"", strerror(errno));
	AH->formatData = (void *) ctx;
		if (AH->compression < 0 || AH->compression > 9)
	AH->PrintTocDataPtr = _PrintTocData;
	{							/* Read Mode */
	 * Now open the TOC file
	AH->PrintExtraTocPtr = _PrintExtraToc;
InitArchiveFmt_Files(ArchiveHandle *AH)
	AH->WriteDataPtr = _WriteData;
		else
	AH->EndBlobsPtr = _EndBlobs;
	if (AH->lo_buf == NULL)
	AH->EndBlobPtr = _EndBlob;
	AH->WriteBufPtr = _WriteBuf;",3,1,1
"		pfree(last_csv_file_name);
	if (last_csv_file_name != NULL)		/* probably shouldn't happen */
	csvlogFile = logfile_open(filename, ""a"", false);
	filename = logfile_getname(time(NULL), "".csv"");
open_csvlogfile(void)
	last_csv_file_name = filename;
	char	   *filename;
{
}",3,1,1
"			*(txt++) = *uptr;
	do {
			txt += 4;
	*txt = '\0';
}
	}
	uptr = (unsigned char *)ptr;
		if (unlikely(!ret))
	char *ret, *txt;
		ret = strdup(""(null)"");
	if (ptr == NULL) {
	unsigned char *uptr;
{
			quithere(1, ""Failed to malloc null"");
str_text(char *ptr)
			sprintf(txt, ""0x%02x"", *uptr);
		if (*uptr < ' ' || *uptr > '~') {
		} else
	} while (*(uptr++));
	ret = txt = cgmalloc(strlen(ptr) * 4 + 5); // Guaranteed >= needed
	return ret;",3,1,1
"			slapi_log_error(SLAPI_LOG_REPL, windows_repl_plugin_name,
	if ( rc == LDAP_SUCCESS ) 
		}
						agmt_get_long_name(conn->agmt), binddn);
		ldap_controls_free( ctrls );
							agmt_get_long_name(conn->agmt),
{
	rc = slapi_ldap_bind(conn->ld, binddn, password, mech, NULL,
					/* Bind is successfull but password has expired */
		} else {
			for( i = 0; ctrls[ i ] != NULL; ++i ) 
	{
					{
						 &ctrls, NULL, NULL);
						""%s: Successfully bound %s to consumer, ""
							""%s: Replication bind with %s auth resumed\n"",
		{
	else 
			{
		return (CONN_OPERATION_SUCCESS);
		if (conn->last_ldap_error != rc)
				}
			}	
				{
		LDAPDebug( LDAP_DEBUG_TRACE, ""<= bind_and_check_pwp - CONN_OPERATION_FAILED\n"", 0, 0, 0 );
			conn->last_ldap_error = rc;
		}
			/* errmsg is a pointer directly into the ld structure - do not free */
			/* errmsg is a pointer directly into the ld structure - do not free */
		if ( ctrls ) 
			slapi_log_error(SLAPI_LOG_FATAL, windows_repl_plugin_name,
							ldap_err2string(rc), errmsg);
							""%s: Successfully bound %s to consumer, ""
	{
		LDAPDebug( LDAP_DEBUG_TRACE, ""<= bind_and_check_pwp - CONN_OPERATION_SUCCESS\n"", 0, 0, 0 );
							mech ? mech : ""SIMPLE"", rc,
	const char  *mech = bind_method_to_mech(conn->bindmethod);
							""%s: Replication bind with %s auth failed: LDAP error %d (%s) (%s)\n"",
		 * unless replication level logging is enabled. */
		{
				else if ( !(strcmp( ctrls[ i ]->ldctl_oid, LDAP_CONTROL_PWEXPIRING)) )
							agmt_get_long_name(conn->agmt),
							ldap_err2string(rc), errmsg);
						""but password has expired on consumer.\n"",
			slapi_log_error(SLAPI_LOG_FATAL, windows_repl_plugin_name,
				if ( !(strcmp( ctrls[ i ]->ldctl_oid, LDAP_CONTROL_PWEXPIRED)) )
		{
		/* Do not report the same error over and over again
		if (conn->last_ldap_error != rc)
			char *errmsg = NULL;
							agmt_get_long_name(conn->agmt),
					if ( (ctrls[ i ]->ldctl_value.bv_val != NULL) &&
			rc = slapi_ldap_get_lderrno( ld, NULL, &errmsg );
					/* The password is expiring in n seconds */
							""%s: Replication bind with %s auth failed: LDAP error %d (%s) (%s)\n"",
bind_and_check_pwp(Repl_Connection *conn, char * binddn, char *password)
							agmt_get_long_name(conn->agmt), binddn, password_expiring);
			ldap_controls_free( ctrls );
			rc = slapi_ldap_get_lderrno( ld, NULL, &errmsg );
	int			rc;
				{
		return (CONN_OPERATION_FAILED);
						int password_expiring = atoi( ctrls[ i ]->ldctl_value.bv_val );
	}
	}
}
					slapi_log_error(SLAPI_LOG_FATAL, windows_repl_plugin_name, 
			conn->last_ldap_error = rc;
						slapi_log_error(SLAPI_LOG_FATAL, windows_repl_plugin_name, 
			char *errmsg = NULL;
	LDAPDebug( LDAP_DEBUG_TRACE, ""=> bind_and_check_pwp\n"", 0, 0, 0 );
							mech ? mech : ""SIMPLE"", rc,
				}					
					}
			int i;
							""but password is expiring on consumer in %d seconds.\n"",
							mech ? mech : ""SIMPLE"");
						 (ctrls[ i ]->ldctl_value.bv_len > 0) )
	LDAP		*ld = conn->ld;
		}
	LDAPControl	**ctrls = NULL;",3,1,1
